market_name,addr,business_week,context,ValidDate,Lontitude,Latitude,case_code,last_edited_date,type,badge_code,business_hours,business_hours_end
摩斯漢堡-大坪林店,新北市新店區民權路45號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","安心食品為台灣第一家引進的日式速食業者（MOS），以提供好吃的摩斯米漢 堡為特色，深耕在地，邁入第29個年頭。摩斯漢堡極度重視食品安全，以高規格、 高品質致力於提升顧客服務與維護顧客飲食健康。",2024-04-14,121.54002,24.982807,2020113000187,"2021-04-22 10:30:02",餐飲,B002599,06:00,02:00
好食多手作坊有限公司,桃園市八德區永豐路416巷15號,"星期一,星期二,星期三,星期四,星期五","手工製作多樣化,天然無添加食品.",2024-04-15,121.275622,24.972438,2021032500001,"2021-04-22 10:30:19",工廠與製造,B002607,08:30,17:30
石一籠湯包,桃園市桃園區中正路710-1號,"星期一,星期三,星期四,星期五,星期六,星期日",,2024-04-15,121.30349,25.007272,2021032500012,"2021-04-22 10:30:20",販售,B002608,00:00,12:00
佳龍獸肉店,雲林縣口湖鄉中正路一段253號,"星期二,星期三,星期四,星期五,星期六,星期日",販售溫體豬肉,2024-04-16,120.18109,23.584824,2021020100078,"2021-04-22 10:30:03",販售,B002619,04:30,12:00
兩隻魷魚,苗栗縣竹南鎮龍江街369巷15號,"星期一,星期四,星期五,星期六,星期日",本店販售現烤魷魚海鮮,2024-04-16,120.858535,24.699724,2021032300048,"2021-04-22 10:30:15",販售,B002622,11:30,18:30
千戶傳奇生態農場,新北市三峽區有木154-3號,"星期二,星期三,星期四,星期五,星期六,星期日","千戶傳奇生態農場以清澈冷冽的山泉水 養殖珍稀的鱒魚 鱸魚 鴨嘴鱘 鱘龍魚 為國內最專業 規模最大的鱒龍魚觀光養殖場 並開發多樣化的農漁特產品 並設立田媽媽餐廳",2024-04-16,121.4494864,24.8451834,2021032300028,"2021-04-22 10:30:15",餐飲,B002628,11:30,19:00
幸福食堂,新北市板橋區福安里合宜路19號,"星期一,星期三,星期四,星期五,星期六,星期日","本店有牛肉麵 咖哩飯 肉燥飯 水餃等 麵飯類等小吃使用國產豬肉",2024-04-16,121.445964,24.995849,2021032300035,"2021-04-22 10:30:15",餐飲,B002629,11:00,21:00
阿義鵝肉店,桃園市新屋區中山路370號,"星期三,星期四,星期五,星期六,星期日","肉鬆、臘肉      ",2024-04-16,121.104198,24.972874,2021032500066,"2021-04-22 10:30:22",販售,B002632,06:00,12:00
火鍋世家,新北市新店區自由街6號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",精緻日式涮涮鍋,2024-04-16,121.535342,24.975051,2021032400027,"2021-04-22 10:30:18",餐飲,B002634,11:00,22:30
輔大醫院見學餐廳,新北市泰山區貴子路69號B1樓層,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2024-04-16,121.430798,25.039676,2021032500028,"2021-04-22 10:30:20",餐飲,B002635,08:00,20:00
大和鼓點心麵食輔醫店,新北市泰山區貴子路69號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2024-04-16,121.430798,25.039676,2021032600002,"2021-04-22 10:30:24",餐飲,B002636,08:00,20:00
家鄉包子,"臺中市大甲區光明路7 號","星期一,星期二,星期三,星期四,星期五,星期六,星期日","販賣鮮肉包子,小肉包等包子饅頭",2024-04-16,120.625234,24.343567,2021032300076,"2021-04-22 10:30:16",販售,B002642,05:30,20:30
源德豬肉舖,"臺中市梧棲區雲集街2號      ","星期二,星期三,星期四,星期五,星期六,星期日","豬肉販售            ",2024-04-16,120.53312,24.254241,2021032400006,"2021-04-22 10:30:17",販售,B002643,05:30,00:30
北榮見學餐廳,臺北市北投區石牌路二段201號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2024-04-16,121.519166,25.119181,2021032500018,"2021-04-22 10:30:20",餐飲,B002645,06:30,21:00
台北東旅,臺北市松山區南京東路五段97號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2024-04-16,121.560288,25.051697,2021032400070,"2021-04-22 10:30:19",餐飲,B002644,09:30,17:30
" 特食排骨麵店",臺中市大甲區蔣公路213號,"星期一,星期三,星期四,星期五,星期六,星期日","經營在地美味小吃   經濟實惠",2024-04-16,120.620152,24.346834,2021032500063,"2021-04-22 10:30:22",餐飲,B002646,10:30,21:00
蒸餃大王,臺中市外埔區甲后路三段963號,"星期二,星期三,星期四,星期五,星期六,星期日","經營經濟實惠小吃  新鮮美味",2024-04-16,120.654274,24.330718,2021032500070,"2021-04-22 10:30:23",餐飲,B002647,11:00,20:00
大和鼓點心麵食北榮店,臺北市北投區石牌路2段201號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2024-04-16,121.519166,25.119181,2021032600001,"2021-04-22 10:30:23",餐飲,B002649,09:00,21:00
古早味手作丸家,南投縣埔里鎮北環路57號,"星期二,星期三,星期五,星期六,星期日","本店販售手工加工貢丸 如(香菇丸 芹菜丸  原味丸 芋頭丸  黑胡椒丸)",2024-04-16,120.971666,23.966699,2021032500042,"2021-04-22 10:30:21",販售,C003048,06:30,00:00
樂口福日式小吃店,新北市淡水區水源街一段122巷5號,"星期四,星期五,星期六,星期日","日式炸豬排    ",2024-04-16,121.447315,25.171431,2021022600041,"2021-04-22 10:30:04",餐飲,C003049,11:30,20:00
謝家記肉乾肉鬆,新竹縣竹北市光明三路69號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",本店販售肉鬆、肉乾、肉條、香腸均使用優質國產豬肉。,2024-04-16,121.008735,24.829955,2021032500016,"2021-04-22 11:32:39",販售,C003050,10:00,21:00
聯盛雞鴨鵝肉店,桃園市新屋區中山路370號,"星期二,星期三,星期四,星期五,星期六,星期日",豬腳、豬肚、豬腸、豬肉。,2024-04-16,121.104198,24.972874,2021032500074,"2021-04-22 11:32:56",販售,C003051,03:00,12:00
交流道羹麵,新北市汐止區中正路295號,"星期一,星期二,星期三,星期四,星期五,星期六",本店販售滷肉飯、肉燥乾麵、肉羹麵,2024-04-16,121.656448,25.068013,2021032400023,"2021-04-22 11:31:59",餐飲,C003052,10:30,21:00
志芸臭豆腐,新北市汐止區新昌路27號,"星期一,星期二,星期三,星期四,星期五,星期日","麻辣鴨血臭豆腐  OR 脆皮臭豆腐OR 肉燥飯",2024-04-16,121.662128,25.067857,2021032500072,"2021-04-22 11:32:55",餐飲,C003053,11:00,21:00
羅東肉焿,新北市汐止區建成路17號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","肉焿 肉燥飯 雞肉飯",2024-04-16,121.664461,25.072534,2021032500075,"2021-04-22 11:32:58",餐飲,C003054,00:00,20:00
兩枝牛肉麵,"新北市中和區明仁街7號    ","星期一,星期二,星期三,星期四,星期五,星期六","販售水餃 滷肉飯 內臟切盤等",2024-04-16,121.505892,24.995669,2021032500098,"2021-04-22 11:33:09",餐飲,C003055,11:00,20:30
海味鮮,基隆市中正區北寧路211號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",提供遊客新鮮的海鮮料理，也可以在市場裡面挑選海鮮來店裡進行代客料理，料鮮味美食材新鮮絕倫，來漁港不可不嘗的海鮮餐廳之一,2024-04-16,121.786413,25.145057,2021032300029,"2021-04-22 11:30:37",餐飲,C003056,11:00,20:00
名豐豬肉店,南投縣埔里鎮東榮路285號,"星期二,星期三,星期四,星期五,星期六,星期日",本店使用國產豬肉,2024-03-26,120.971204,23.967034,2020121102521,"2021-04-22 11:30:01",其他經本會確認全數使用臺灣豬為原料之業者,D004451,06:00,12:00
生鮮黑豬肉批發零售,新北市汐止區秀豐市場第47號攤,"星期一,星期二,星期三,星期四,星期五,星期六",生鮮全豬內臟(國產豬肉),2024-04-14,121.65844,25.0661731,2021031100039,"2021-04-22 11:30:17",販售,D004516,14:00,19:00
聯合國商店,桃園市新屋區中山路370號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",本店販售越南火腿、粽子使用優質國產豬肉。,2024-04-15,121.104198,24.972874,2021032500040,"2021-04-22 11:32:48",販售,D004585,05:00,20:00
日本瓦庭園小館,苗栗縣苗栗市新英119-1號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",每周休假1日,2024-04-16,120.8027984,24.5520209,2021032300044,"2021-04-22 11:30:56",餐飲,D004606,00:00,12:00
龍銀山花園,嘉義縣番路鄉龍頭17-19號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",本店販售黃金漢堡,2024-04-16,120.17309234,23.47196262,2021032500038,"2021-04-22 11:32:43",餐飲,D004613,10:00,22:00
良米便當,苗栗縣後龍鎮中山路199號,"星期一,星期二,星期三,星期四,星期五,星期六",,2024-04-16,120.792843,24.61286,2021040500001,"2021-04-22 11:33:11",餐飲,D004614,10:00,20:00
阿泉豬肉,新北市新店區中正路57巷6號附2,"星期二,星期三,星期四,星期五,星期六,星期日",每日新鮮溫體豬肉零售,2024-04-16,121.5440807,24.96958,2021012600030,"2021-04-22 11:30:06",販售,D004615,06:30,12:30
豬肉攤,新北市蘆洲區成功路182號蘆洲市場,"星期二,星期三,星期四,星期五,星期六,星期日",溫體豬隻販售,2024-04-16,121.471298,25.084098,2021032300068,"2021-04-22 11:31:18",販售,D004616,07:00,00:00
豬肉攤,新北市林口區中正路194號,"星期二,星期三,星期四,星期五,星期六,星期日",,2024-04-16,121.39144,25.077594,2021032300071,"2021-04-22 11:31:23",販售,D004617,07:00,10:00
阿塘豬肉攤,桃園市新屋區中山路370號,"星期二,星期三,星期四,星期五,星期六,星期日",,2024-04-16,121.104198,24.972874,2021032500053,"2021-04-22 11:32:48",販售,D004618,04:00,12:00
李媽媽餛飩水餃專賣店,桃園市新屋區中山路370號,"星期二,星期三,星期四,星期五,星期六,星期日",餛飩水餃生鮮食品，本店採用台灣溫體豬肉。,2024-04-16,121.104198,24.972874,2021032500057,"2021-04-22 11:32:49",販售,D004619,06:00,12:00
協發食品行,桃園市新屋區中山路370號第16攤,"星期二,星期三,星期四,星期五,星期六,星期日",蘿蔔糕、草仔粿、包餡湯圓,2024-04-16,121.104198,24.972874,2021032500062,"2021-04-22 11:32:51",販售,D004621,06:00,11:00
榮和豬肉店,桃園市新屋區中山路370號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",賣台灣溫體豬肉產品、香腸,2024-04-16,121.104198,24.972874,2021032500069,"2021-04-22 11:32:53",販售,D004622,06:00,18:00
黑豬肉專賣店,桃園市新屋區中山路370號,"星期二,星期三,星期四,星期五,星期六,星期日","豬肉、香腸、貢丸  ",2024-04-16,121.104198,24.972874,2021032500077,"2021-04-22 11:32:59",販售,D004623,06:00,12:00
品香牛肉麵,新北市汐止區建成路160巷5號,"星期二,星期三,星期四,星期五,星期六,星期日","牛肉麵 炒麵片 大滷麵",2024-04-16,121.661584,25.073547,2021032500085,"2021-04-22 11:30:12",餐飲,D004624,11:00,20:00
夕心食堂,新北市汐止區忠孝東路338號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","小吃店(麵 飯 水餃)",2024-04-16,121.665077,25.069507,2021032400021,"2021-04-22 11:31:49",餐飲,D004627,11:00,20:30
大有牛肉麵店,新北市三重區中正北路380巷9號,"星期一,星期二,星期三,星期四,星期五,星期六",本店販售各式海鮮、肉類蔬菜之快炒，及牛肉麵等各式麵食,2024-04-16,121.476307,25.069257,2021032400042,"2021-04-22 11:32:12",餐飲,D004628,11:00,21:30
金元寶水餃大王,"新北市蘆洲區中華街8號   ","星期一,星期二,星期三,星期四,星期五,星期六,星期日",販售手工水餃、餛飩(使用台灣豬肉),2024-04-16,121.463302,25.081616,2021032500007,"2021-04-22 11:32:35",販售,D004629,07:30,19:00
金元寶水餃大王(集賢店),新北市蘆洲區集賢路221巷8之1號,"星期二,星期三,星期四,星期五,星期六,星期日",販售手工水餃、餛飩(使用台灣豬肉),2024-04-16,121.48284,25.086027,2021032500009,"2021-04-22 11:32:37",販售,D004630,07:30,12:00
許振隆小吃店,新北市汐止區中正路102號,"星期一,星期二,星期三,星期四,星期五,星期六","陽春麵 麻醬麵  本店販售黑白切等產品 使用優質國產豬肉",2024-04-16,121.661091,25.069502,2021032500083,"2021-04-22 11:33:00",餐飲,D004631,17:00,22:00
福丸,新北市中和區和平街75號前,"星期一,星期二,星期三,星期四,星期五,星期六","販 售 貢 丸  ",2024-04-16,121.505595,24.992049,2021032500087,"2021-04-22 11:33:01",販售,D004632,16:00,19:30
和尚洲切仔麵店,新北市蘆洲區仁愛里民權路72巷1號,"星期一,星期二,星期三,星期四,星期五,星期六","切仔麵 黑白切",2024-04-16,121.474982,25.087596,2021032500092,"2021-04-22 11:33:02",餐飲,D004633,06:30,15:00
新竹米粉,新北市新店區新和街43號,"星期一,星期二,星期三,星期四,星期五,星期日",滷肉飯、爌肉飯、內臟切盤,2024-04-16,121.519383,24.98513,2021032500094,"2021-04-22 11:33:03",餐飲,D004634,10:00,20:30
溢滿肉焿,新北市永和區得和路111號,"星期一,星期二,星期三,星期四,星期五,星期六",肉焿、滷肉飯,2024-04-16,121.518413,25.000357,2021032500096,"2021-04-22 11:33:06",餐飲,D004635,10:30,20:00
燕盛獸肉舖,臺中市沙鹿區沙田路189號(沙鹿市場),"星期二,星期三,星期四,星期五,星期六,星期日",專賣豬肉各部位零售，全部國產。,2024-04-16,120.559569,24.2377,2021031900110,"2021-04-22 11:30:22",販售,D004637,05:00,13:00
薪瑩肉舖,臺中市潭子區潭子街二段56號,"星期二,星期三,星期四,星期五,星期六,星期日","溫體豬肉攤   ",2024-04-16,120.707055,24.212405,2021032300022,"2021-04-22 11:30:26",販售,D004646,05:00,12:00
七張蔥油餅,臺中市大甲區水源路37號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","提供大眾親民小吃,老少咸宜",2024-04-16,120.62324,24.341494,2021032300024,"2021-04-22 11:30:32",餐飲,D004647,11:00,20:00
萬寶肉舖,臺中市太平區東平路337號,"星期二,星期三,星期四,星期五,星期六,星期日","溫體豬肉攤    ",2024-04-16,120.72533,24.133789,2021032300031,"2021-04-22 11:30:42",販售,D004650,14:30,20:00
阿勇豬肉店,臺中市潭子區大德一路57號,"星期二,星期三,星期四,星期五,星期六,星期日","溫體豬肉攤      ",2024-04-16,120.677248,24.204421,2021032300034,"2021-04-22 11:30:47",販售,D004651,06:00,21:00
忠義肉舖,臺中市太平區太平路446號,"星期二,星期三,星期四,星期五,星期六,星期日","溫體豬肉攤     ",2024-04-16,120.715632,24.124832,2021032300036,"2021-04-22 11:30:51",販售,D004652,08:00,00:00
錫元獸肉店,臺中市沙鹿區公有零售市場1F35攤,"星期二,星期三,星期四,星期五,星期六,星期日",本店專賣豬肉各部位零售皆為國產豬,2024-04-16,120.559604,24.237726,2021032300052,"2021-04-22 11:31:00",餐飲,D004659,06:00,00:00
五進肉品行,臺中市大里區新仁路三段92號,"星期二,星期三,星期四,星期五,星期六,星期日","溫體豬肉攤    ",2024-04-16,120.687358,24.114166,2021032300053,"2021-04-22 11:31:05",販售,D004660,06:00,12:00
銘傳肉店,臺中市沙鹿區沙鹿里沙田路189號1樓第30號,"星期二,星期三,星期四,星期五,星期六,星期日",專賣豬肉各部分零售,2024-04-16,120.559569,24.2377,2021032300054,"2021-04-22 11:31:09",販售,D004661,06:00,13:00
尚青肉舖,臺中市潭子區勝利路448號,"星期二,星期三,星期四,星期五,星期六,星期日","溫體豬肉攤  ",2024-04-16,120.700767,24.2164537,2021032300063,"2021-04-22 11:31:15",販售,D004663,14:00,20:00
美春肉舖,臺中市大里區仁化路567號,"星期二,星期三,星期四,星期五,星期六,星期日","溫體豬肉攤   ",2024-04-16,120.698579,24.096449,2021032300074,"2021-04-22 11:31:27",販售,D004667,14:00,20:00
傳奇肉品行,臺中市大里區健民路28號,"星期二,星期三,星期四,星期五,星期六,星期日","溫體豬肉攤   ",2024-04-16,120.730788,24.089009,2021032300077,"2021-04-22 11:31:31",販售,D004668,06:00,11:30
東祐肉舖,"臺中市霧峰區和平街14號  ","星期二,星期三,星期四,星期五,星期六,星期日","溫體豬肉攤     ",2024-04-16,120.69953,24.065894,2021032300085,"2021-04-22 11:31:36",販售,D004671,06:00,12:00
雲龍商行,臺中市潭子區復興路一段81-2號,"星期二,星期三,星期四,星期五,星期六,星期日","溫體豬肉攤   ",2024-04-16,120.7061688,24.2037078,2021032300097,"2021-04-22 11:31:41",販售,D004675,06:00,12:00
上豪豚品肉舖,臺中市梧棲區雲集街2號,"星期二,星期三,星期四,星期五,星期六,星期日","各式豬肉        ",2024-04-16,120.53312,24.254241,2021032400004,"2021-04-22 11:31:45",販售,D004678,06:00,00:00
日盛肉舖,臺中市東勢區金門街121號,"星期二,星期三,星期四,星期五,星期六,星期日","溫體豬肉攤    ",2024-04-16,120.824233,24.265898,2021032400022,"2021-04-22 11:31:53",販售,D004681,14:00,19:00
志昌肉舖,臺中市沙鹿區向上路388號,"星期二,星期三,星期四,星期五,星期六,星期日","溫體豬肉攤   ",2024-04-16,120.555134,24.213217,2021032400028,"2021-04-22 11:32:04",販售,D004682,12:00,19:00
雪玉獸肉店,臺中市太平區中平路233號,"星期二,星期三,星期四,星期五,星期六,星期日","溫體豬肉攤    ",2024-04-16,120.716534,24.125052,2021032400033,"2021-04-22 11:32:08",販售,D004684,06:00,00:00
廖錦秀,臺中市沙鹿區鎮政路48號,"星期二,星期三,星期四,星期五,星期六,星期日","溫體豬肉攤     ",2024-04-16,120.566731,24.236314,2021032400050,"2021-04-22 11:32:17",販售,D004690,13:00,19:00
" 厚安獸肉店",臺中市大安區中山南路494號,"星期二,星期三,星期四,星期五,星期六,星期日",賣豬肉部位，採用國產豬肉,2024-04-16,120.584283,24.35023,2021032400090,"2021-04-22 11:32:24",販售,D004701,05:00,10:30
歐釗溢,臺中市大里區健民路37號,"星期二,星期三,星期四,星期五,星期六,星期日","溫體豬肉攤    ",2024-04-16,120.730663,24.089155,2021032400092,"2021-04-22 11:32:30",販售,D004702,06:00,13:00
添益肉舖,臺中市烏日區溪南路一段696號,"星期二,星期三,星期四,星期五,星期六,星期日","溫體豬肉攤    ",2024-04-16,120.642748,24.075441,2021032400118,"2021-04-22 11:32:33",販售,D004707,06:00,12:00
登豐肉脯行,臺中市大甲區民生路34號,"星期二,星期三,星期四,星期五,星期六,星期日",賣豬全部份，採用國產豬肉,2024-04-16,120.625468,24.347349,2021032500020,"2021-04-22 11:32:40",販售,D004711,04:30,11:00
炳津肉舖,臺中市梧棲區雲集街2號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",豬肉批發、零售,2024-04-16,120.53312,24.254241,2021032500023,"2021-04-22 11:32:41",販售,D004712,06:00,13:00
中庄陽春麵,臺中市大安區中山南路510號,"星期二,星期三,星期四,星期五,星期六,星期日",於自家經營麵館小食,2024-04-16,120.58426,24.35056,2021032500039,"2021-04-22 11:32:46",餐飲,D004713,10:00,18:30
大甲潮港城餐廳,臺中市大甲區中山路一段876-1號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","婚宴廣場 社團援證 可容納 250桌 超大停車場",2024-04-16,120.6277467,24.3478949,2021032500067,"2021-04-22 11:32:52",餐飲,D004715,11:00,21:00
慶筆小吃店,臺中市大甲區中山路一段873巷1號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","本店經營專賣切仔麵 筒仔米糕及燉湯和滷味小菜",2024-04-16,120.623465,24.343022,2021032500071,"2021-04-22 11:32:54",餐飲,D004716,11:30,20:00
老河馬,高雄市旗山區中山路71號,"星期一,星期三,星期四,星期五,星期六,星期日",本店販售簡餐、飲料,2024-04-16,120.481894,22.887219,2021032400037,"2021-04-29 09:30:05",餐飲,A001008,11:00,22:00
黑仔豬肉舖,彰化縣埔鹽鄉埔打路59號,"星期二,星期三,星期四,星期五,星期六,星期日",,2024-04-16,120.483281,23.982541,2021032300027,"2021-04-29 09:30:03",販售,B002620,06:00,12:00
三媽自助餐,彰化縣鹿港鎮鹿和路三段622巷21號,"星期一,星期二,星期三,星期四,星期五,星期六","自  助  餐",2024-04-16,120.481188,24.085086,2021032300030,"2021-04-29 09:30:03",餐飲,B002621,10:00,14:00
阿成麵擔,彰化縣溪湖鎮彰水路三段346號,"星期一,星期二,星期三,星期四,星期五,星期日","麵   、  飯",2024-04-16,120.480197,23.961145,2021032400001,"2021-04-29 09:30:02",餐飲,B002623,11:00,20:00
活力站,彰化縣秀水鄉彰水路二段313號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2024-04-16,120.49265,24.026152,2021032400002,"2021-04-29 09:30:04",餐飲,B002624,05:00,10:30
台北小籠包,彰化縣福興鄉沿海路五段69號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",傳統麵點及麵食專賣店,2024-04-16,120.427916,24.045148,2021032400007,"2021-04-29 09:30:04",餐飲,B002625,10:00,20:00
林厝豬肉舖,彰化縣員林市山腳路一段398號,"星期二,星期三,星期四,星期五,星期六,星期日","本店販售豬肉 香腸 鹽豬肉 肉鬆等產品 使用優質國產豬肉",2024-04-16,120.600551,23.9423167,2021032500032,"2021-04-29 09:30:06",販售,B002626,05:00,13:00
元味珍食品行,彰化縣田中鎮員集路二段592號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",香腸、肉脯、肉乾、肉絲、肉酥、魚酥、臘肉等批發零售。,2024-04-16,120.585314,23.863198,2021032500090,"2021-04-29 09:30:07",販售,B002627,07:00,21:30
合(葉)興豬肉舖,桃園市新屋區中山路370號,"星期二,星期三,星期四,星期五,星期六,星期日","豬肉、香腸       ",2024-04-16,121.104198,24.972874,2021032500056,"2021-04-29 09:30:07",販售,B002631,01:00,13:00
麗華商號,高雄市前鎮區衙愛街62-74號,"星期二,星期三,星期四,星期五,星期六,星期日",,2024-04-16,120.3194078,22.5838644,2021031500005,"2021-04-29 09:30:02",販售,B002633,03:00,11:00
阿真春捲,臺南市中西區青年路164巷26號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",本店販售春捲、炒麵、炒米粉、炒飯等,2024-04-16,120.209993,22.991256,2021032300033,"2021-04-29 09:30:04",販售,B002637,08:30,13:00
" 大都會餐廳",高雄市旗山區中華路592號,"星期二,星期三,星期四,星期五,星期六,星期日",本餐廳主營團膳、宴席,2024-04-16,120.485345,22.886315,2021032400031,"2021-04-29 09:30:05",餐飲,B002638,10:00,19:00
地利小吃,臺南市佳里區育善街314號,"星期一,星期二,星期三,星期五,星期六,星期日","1.豬花肉:青年食品實業有限公司(用於火鍋 日式燒肉餐點)2.豬腳 豬絞肉來源:國賓商號(謝志詳)(用於豬腳套餐、打拋葉套餐、水餃)",2024-04-16,120.169158,23.166034,2021032400049,"2021-04-29 09:30:06",餐飲,B002639,10:00,14:00
金大麵食坊,高雄市苓雅區六合路42-8號,"星期二,星期三,星期四,星期五,星期六,星期日",溫州餛飩、炸排骨,2024-04-16,120.318145,22.632305,2021032500048,"2021-04-29 09:30:07",餐飲,B002641,10:00,20:00
日新香肉脯行,臺南市中西區青年路164巷26號,"星期一,星期二,星期三,星期四,星期五,星期日",本店販售香腸、肉鬆、肉條、肉脯,2024-04-16,120.209993,22.991256,2021032300039,"2021-04-29 10:30:05",販售,C003057,07:00,13:00
屏東肉圓,高雄市旗山區中山南街1巷5號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",,2024-04-16,120.481311,22.884376,2021032400017,"2021-04-29 10:30:06",販售,C003058,15:00,20:00
彰南肉舖,彰化縣彰化市彰南路三段364號,"星期二,星期三,星期四,星期五,星期六,星期日","溫體豬肉攤     ",2024-04-16,120.600444,24.080984,2021032300070,"2021-04-29 10:30:05",販售,D004607,15:00,19:00
" 純津便當店",彰化縣福興鄉彰水路臨142號,"星期一,星期二,星期三,星期四,星期五,星期六",排骨飯、肉燥飯、爌肉飯等台灣優質國產豬肉,2024-04-16,120.4864636,24.0121378,2021032400003,"2021-04-29 10:30:05",餐飲,D004608,10:30,19:00
悟饕鹿港中正店,彰化縣鹿港鎮中正路317號,"星期一,星期二,星期三,星期四,星期五,星期六","販售 豬排飯 排骨飯 雞腿飯等便當",2024-04-16,120.439901,24.057369,2021032400084,"2021-04-29 10:30:07",販售,D004609,10:00,14:00
正惠心便當工廠,彰化縣員林市復興路95號,"星期一,星期二,星期三,星期四,星期五","本廠經營營養午餐 使用優質國產豬肉",2024-04-16,120.564575,23.968302,2021032500029,"2021-04-29 10:30:07",工廠與製造,D004611,08:00,18:00
堡第鄉下豬,桃園市新屋區中山路370號(第一公有市場),"星期二,星期三,星期四,星期五,星期六,星期日","台灣number 1黑豬",2024-04-16,121.104198,24.972874,2021032500060,"2021-04-29 10:30:08",販售,D004620,03:00,10:00
二番紅鍋燒食事,高雄市鳳山區新富路374號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","本店採用新鮮蔬果與雞骨熬製高湯 食材均嚴格把關 甘甜湯頭 深受顧客的喜愛 並以創意鍋燒為主要特色",2024-04-16,120.343591,22.612791,2021032300038,"2021-04-29 10:30:04",餐飲,D004626,10:00,21:00
真味燒肉飯,高雄市林園區155-23號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","燒肉飯便當   ",2024-04-16,120.3940172,22.5020539,2021032300023,"2021-04-29 10:30:04",餐飲,D004625,10:00,19:00
"方記 良品豬肉攤",臺中市大肚區遊園路二段203巷2弄17號,"星期二,星期三,星期四,星期五,星期六,星期日","國 產 豬 肉",2024-04-16,120.580276,24.174046,2021031900091,"2021-04-29 10:30:02",販售,D004636,06:00,12:00
楊記滷味,臺南市白河區中山路58號,"星期二,星期三,星期四,星期五,星期六,星期日",雞肉、豆干、昆布、豬頭皮...各式滷味,2024-04-16,120.415601,23.348742,2021032200076,"2021-04-29 10:30:03",販售,D004638,07:00,12:00
小籠包酸辣湯專賣店,臺南市麻豆區民權路33號,"星期一,星期二,星期四,星期五,星期六,星期日",美味榨菜肉絲麵、小籠包、酸辣湯專賣,2024-04-16,120.251614,23.182417,2021032300020,"2021-04-29 10:30:03",餐飲,D004639,09:30,19:00
日發肉舖,"臺中市大雅區大雅路8號   ","星期二,星期三,星期四,星期五,星期六,星期日","溫體豬肉攤       ",2024-04-16,120.649137,24.223147,2021032300021,"2021-04-29 10:30:03",販售,D004640,06:30,12:00
大阪次郎日本料理店,高雄市旗山區延平一路307巷32號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日",本店販售日本料理,2024-04-16,120.484526,22.892969,2021032400046,"2021-04-29 10:30:06",餐飲,D004642,11:00,21:00
食神日式料理,高雄市旗山區永平街79號,"星期一,星期二,星期三,星期四,星期六,星期日",創作料理炒飯,2024-04-16,120.481922,22.886075,2021032400052,"2021-04-29 10:30:06",餐飲,D004643,17:00,12:00
新市區農會生鮮超市,臺南市新市區中興街14號,"星期一,星期二,星期三,星期四,星期五,星期六,星期日","本店販售毛豆香腸 使用優質國產豬肉",2024-04-16,120.294882,23.078773,2021032500059,"2021-04-29 10:30:08",販售,D004644,08:00,17:00
" 采晴商行",高雄市新興區六合一路55號,"星期一,星期二,星期三,星期四,星期五,星期六","本店以提供少油、少鹽、健康烹調的輕食飯盒為主,主食皆以台灣在地食材給顧客食用",2024-04-16,120.308713,22.632427,2021032500107,"2021-04-29 10:30:09",餐飲,D004645,10:00,22:00
玉秀肉舖,臺中市大雅區民生路四段192號,"星期二,星期三,星期四,星期五,星期六,星期日","溫體豬肉攤     ",2024-04-16,120.670921,24.238088,2021032300026,"2021-04-29 12:30:03",販售,D004649,14:00,19:00
阿勇黑豬肉舖,"臺中市西屯區寧漢街36號 ","星期二,星期三,星期四,星期五,星期六,星期日","溫體豬肉攤     ",2024-04-16,120.664158,24.165603,2021032300040,"2021-04-29 12:30:03",販售,D004653,16:00,19:00
阿順肉舖,臺中市北屯區崇德路三段728號,"星期二,星期三,星期四,星期五,星期六,星期日","溫體豬肉攤    ",2024-04-16,120.687237,24.196166,2021032300042,"2021-04-29 12:30:04",販售,D004654,03:00,13:00
